NOC,Year,Bronze,Gold,Silver,Participants,Events,is_host,Total
DJI,2020,0,0,0,5,3,0,0
DJI,2024,0,0,0,7,3,0,0
DMA,1896,0,0,0,0,0,0,0
DMA,1900,0,0,0,0,0,0,0
DMA,1904,0,0,0,0,0,0,0
DMA,1908,0,0,0,0,0,0,0
DMA,1912,0,0,0,0,0,0,0
DMA,1916,0,0,0,0,0,0,0
DMA,1920,0,0,0,0,0,0,0
DMA,1924,0,0,0,0,0,0,0
DMA,1928,0,0,0,0,0,0,0
DMA,1932,0,0,0,0,0,0,0
DMA,1936,0,0,0,0,0,0,0
DMA,1940,0,0,0,0,0,0,0
DMA,1944,0,0,0,0,0,0,0
DMA,1948,0,0,0,0,0,0,0
DMA,1952,0,0,0,0,0,0,0
DMA,1956,0,0,0,0,0,0,0
DMA,1960,0,0,0,0,0,0,0
DMA,1964,0,0,0,0,0,0,0
DMA,1968,0,0,0,0,0,0,0
DMA,1972,0,0,0,0,0,0,0
DMA,1976,0,0,0,0,0,0,0
DMA,1980,0,0,0,0,0,0,0
DMA,1984,0,0,0,0,0,0,0
DMA,1988,0,0,0,0,0,0,0
DMA,1992,0,0,0,0,0,0,0
DMA,1996,0,0,0,6,2,0,0
DMA,2000,0,0,0,4,2,0,0
DMA,2004,0,0,0,2,1,0,0
DMA,2008,0,0,0,2,1,0,0
DMA,2012,0,0,0,2,1,0,0
DMA,2016,0,0,0,2,1,0,0
DMA,2020,0,0,0,2,1,0,0
DMA,2024,0,1,0,4,2,0,1
DOM,1896,0,0,0,0,0,0,0
DOM,1900,0,0,0,0,0,0,0
DOM,1904,0,0,0,0,0,0,0
DOM,1908,0,0,0,0,0,0,0
DOM,1912,0,0,0,0,0,0,0
DOM,1916,0,0,0,0,0,0,0
DOM,1920,0,0,0,0,0,0,0
DOM,1924,0,0,0,0,0,0,0
DOM,1928,0,0,0,0,0,0,0
DOM,1932,0,0,0,0,0,0,0
DOM,1936,0,0,0,0,0,0,0
DOM,1940,0,0,0,0,0,0,0
DOM,1944,0,0,0,0,0,0,0
DOM,1948,0,0,0,0,0,0,0
DOM,1952,0,0,0,0,0,0,0
DOM,1956,0,0,0,0,0,0,0
DOM,1960,0,0,0,0,0,0,0
DOM,1964,0,0,0,1,1,0,0
DOM,1968,0,0,0,24,5,0,0
DOM,1972,0,0,0,5,3,0,0
DOM,1976,0,0,0,11,3,0,0
DOM,1980,0,0,0,7,4,0,0
DOM,1984,1,0,0,24,7,0,1
DOM,1988,0,0,0,18,5,0,0
DOM,1992,0,0,0,32,5,0,0
DOM,1996,0,0,0,16,7,0,0
DOM,2000,0,0,0,13,5,0,0
DOM,2004,0,1,0,33,9,0,1
DOM,2008,0,1,1,27,9,0,2
DOM,2012,0,1,1,36,10,0,2
DOM,2016,1,0,0,30,11,0,1
DOM,2020,2,0,3,69,11,0,5
DOM,2024,2,1,0,64,13,0,3
ECU,1896,0,0,0,0,0,0,0
ECU,1900,0,0,0,0,0,0,0
ECU,1904,0,0,0,0,0,0,0
ECU,1908,0,0,0,0,0,0,0
ECU,1912,0,0,0,0,0,0,0
ECU,1916,0,0,0,0,0,0,0
ECU,1920,0,0,0,0,0,0,0
ECU,1924,0,0,0,4,1,0,0
ECU,1928,0,0,0,0,0,0,0
ECU,1932,0,0,0,0,0,0,0
ECU,1936,0,0,0,0,0,0,0
ECU,1940,0,0,0,0,0,0,0
ECU,1944,0,0,0,0,0,0,0
ECU,1948,0,0,0,0,0,0,0
ECU,1952,0,0,0,0,0,0,0
ECU,1956,0,0,0,0,0,0,0
ECU,1960,0,0,0,0,0,0,0
ECU,1964,0,0,0,0,0,0,0
ECU,1968,0,0,0,41,6,0,0
ECU,1972,0,0,0,4,2,0,0
ECU,1976,0,0,0,8,4,0,0
ECU,1980,0,0,0,16,5,0,0
ECU,1984,0,0,0,15,6,0,0
ECU,1988,0,0,0,15,6,0,0
ECU,1992,0,0,0,15,6,0,0
ECU,1996,0,1,0,28,7,0,1
ECU,2000,0,0,0,11,5,0,0
ECU,2004,0,0,0,18,7,0,0
ECU,2008,0,0,1,26,9,0,1
ECU,2012,0,0,0,36,11,0,0
ECU,2016,0,0,0,40,12,0,0
ECU,2020,0,2,1,52,17,0,3
ECU,2024,2,1,2,47,14,0,5
EGY,1896,0,0,0,0,0,0,0
EGY,1900,0,0,0,0,0,0,0
EGY,1904,0,0,0,0,0,0,0
EGY,1908,0,0,0,0,0,0,0
EGY,1912,0,0,0,0,0,0,0
EGY,1916,0,0,0,0,0,0,0
EGY,1920,0,0,0,22,6,0,0
EGY,1924,0,0,0,30,9,0,0
EGY,1928,1,2,1,43,5,0,4
EGY,1932,0,0,0,0,0,0,0
EGY,1936,2,2,1,66,10,0,5
EGY,1940,0,0,0,0,0,0,0
EGY,1944,0,0,0,0,0,0,0
EGY,1948,1,2,2,166,12,0,5
EGY,1952,1,0,0,196,14,0,1
EGY,1956,0,0,0,6,1,0,0
EGY,1960,1,0,1,0,0,0,2
EGY,1964,0,0,0,83,9,0,0
EGY,1968,0,0,0,35,7,0,0
EGY,1972,0,0,0,26,5,0,0
EGY,1976,0,0,0,26,4,0,0
EGY,1980,0,0,0,0,0,0,0
EGY,1984,0,0,1,148,15,0,1
EGY,1988,0,0,0,59,12,0,0
EGY,1992,0,0,0,83,13,0,0
EGY,1996,0,0,0,33,8,0,0
EGY,2000,0,0,0,103,20,0,0
EGY,2004,3,1,1,104,17,0,5
EGY,2008,2,0,0,116,19,0,2
EGY,2012,1,0,3,132,21,0,4
EGY,2016,3,0,0,137,23,0,3
EGY,2020,4,1,1,195,27,0,6
EGY,2024,1,1,1,207,26,0,3
EOR,1896,0,0,0,0,0,0,0
EOR,1900,0,0,0,0,0,0,0
EOR,1904,0,0,0,0,0,0,0
EOR,1908,0,0,0,0,0,0,0
EOR,1912,0,0,0,0,0,0,0
EOR,1916,0,0,0,0,0,0,0
EOR,1920,0,0,0,0,0,0,0
EOR,1924,0,0,0,0,0,0,0
EOR,1928,0,0,0,0,0,0,0
EOR,1932,0,0,0,0,0,0,0
EOR,1936,0,0,0,0,0,0,0
EOR,1940,0,0,0,0,0,0,0
EOR,1944,0,0,0,0,0,0,0
EOR,1948,0,0,0,0,0,0,0
EOR,1952,0,0,0,0,0,0,0
EOR,1956,0,0,0,0,0,0,0
EOR,1960,0,0,0,0,0,0,0
EOR,1964,0,0,0,0,0,0,0
EOR,1968,0,0,0,0,0,0,0
EOR,1972,0,0,0,0,0,0,0
EOR,1976,0,0,0,0,0,0,0
EOR,1980,0,0,0,0,0,0,0
EOR,1984,0,0,0,0,0,0,0
EOR,1988,0,0,0,0,0,0,0
EOR,1992,0,0,0,0,0,0,0
EOR,1996,0,0,0,0,0,0,0
EOR,2000,0,0,0,0,0,0,0
EOR,2004,0,0,0,0,0,0,0
EOR,2008,0,0,0,0,0,0,0
EOR,2012,0,0,0,0,0,0,0
EOR,2016,0,0,0,0,0,0,0
EOR,2020,0,0,0,35,12,0,0
EOR,2024,1,0,0,44,13,0,1
ERI,1896,0,0,0,0,0,0,0
ERI,1900,0,0,0,0,0,0,0
ERI,1904,0,0,0,0,0,0,0
ERI,1908,0,0,0,0,0,0,0
ERI,1912,0,0,0,0,0,0,0
ERI,1916,0,0,0,0,0,0,0
ERI,1920,0,0,0,0,0,0,0
ERI,1924,0,0,0,0,0,0,0
ERI,1928,0,0,0,0,0,0,0
ERI,1932,0,0,0,0,0,0,0
ERI,1936,0,0,0,0,0,0,0
ERI,1940,0,0,0,0,0,0,0
ERI,1944,0,0,0,0,0,0,0
ERI,1948,0,0,0,0,0,0,0
ERI,1952,0,0,0,0,0,0,0
ERI,1956,0,0,0,0,0,0,0
ERI,1960,0,0,0,0,0,0,0
ERI,1964,0,0,0,0,0,0,0
ERI,1968,0,0,0,0,0,0,0
ERI,1972,0,0,0,0,0,0,0
ERI,1976,0,0,0,0,0,0,0
ERI,1980,0,0,0,0,0,0,0
ERI,1984,0,0,0,0,0,0,0
ERI,1988,0,0,0,0,0,0,0
ERI,1992,0,0,0,0,0,0,0
ERI,1996,0,0,0,0,0,0,0
ERI,2000,0,0,0,3,1,0,0
ERI,2004,1,0,0,5,1,0,1
ERI,2008,0,0,0,11,1,0,0
ERI,2012,0,0,0,12,2,0,0
ERI,2016,0,0,0,12,2,0,0
ERI,2020,0,0,0,14,3,0,0
ERI,2024,0,0,0,12,3,0,0
ESA,1896,0,0,0,0,0,0,0
ESA,1900,0,0,0,0,0,0,0
ESA,1904,0,0,0,0,0,0,0
ESA,1908,0,0,0,0,0,0,0
ESA,1912,0,0,0,0,0,0,0
ESA,1916,0,0,0,0,0,0,0
ESA,1920,0,0,0,0,0,0,0
ESA,1924,0,0,0,0,0,0,0
ESA,1928,0,0,0,0,0,0,0
ESA,1932,0,0,0,4,1,0,0
ESA,1936,0,0,0,0,0,0,0
ESA,1940,0,0,0,0,0,0,0
ESA,1944,0,0,0,0,0,0,0
ESA,1948,0,0,0,0,0,0,0
ESA,1952,0,0,0,0,0,0,0
ESA,1956,0,0,0,0,0,0,0
ESA,1960,0,0,0,0,0,0,0
ESA,1964,0,0,0,0,0,0,0
ESA,1968,0,0,0,104,7,0,0
ESA,1972,0,0,0,18,2,0,0
ESA,1976,0,0,0,0,0,0,0
ESA,1980,0,0,0,0,0,0,0
ESA,1984,0,0,0,15,5,0,0
ESA,1988,0,0,0,7,4,0,0
ESA,1992,0,0,0,6,3,0,0
ESA,1996,0,0,0,10,5,0,0
ESA,2000,0,0,0,10,7,0,0
ESA,2004,0,0,0,9,6,0,0
ESA,2008,0,0,0,14,9,0,0
ESA,2012,0,0,0,11,7,0,0
ESA,2016,0,0,0,10,6,0,0
ESA,2020,0,0,0,7,4,0,0
ESA,2024,0,0,0,9,7,0,0
ESP,1896,0,0,0,0,0,0,0
ESP,1900,0,1,0,12,4,0,1
ESP,1904,0,0,0,0,0,0,0
ESP,1908,0,0,0,0,0,0,0
ESP,1912,0,0,0,0,0,0,0
ESP,1916,0,0,0,0,0,0,0
ESP,1920,0,0,2,111,7,0,2
ESP,1924,0,0,0,151,15,0,0
ESP,1928,0,1,0,106,10,0,1
ESP,1932,1,0,0,8,3,0,1
ESP,1936,0,0,0,0,0,0,0
ESP,1940,0,0,0,0,0,0,0
ESP,1944,0,0,0,0,0,0,0
ESP,1948,0,0,1,84,11,0,1
ESP,1952,0,0,1,42,7,0,1
ESP,1956,0,0,0,12,1,0,0
ESP,1960,1,0,0,238,16,0,1
ESP,1964,0,0,0,67,9,0,0
ESP,1968,0,0,0,137,12,0,0
ESP,1972,1,0,0,162,17,0,1
ESP,1976,0,0,2,160,14,0,2
ESP,1980,2,1,3,211,18,0,6
ESP,1984,2,1,2,257,23,0,5
ESP,1988,2,1,1,317,24,0,4
ESP,1992,2,13,7,537,29,1,22
ESP,1996,6,5,6,384,22,0,17
ESP,2000,5,3,3,431,27,0,11
ESP,2004,6,3,11,423,27,0,20
ESP,2008,3,5,11,355,29,0,19
ESP,2012,6,4,10,339,27,0,20
ESP,2016,6,7,4,363,28,0,17
ESP,2020,6,3,8,429,36,0,17
ESP,2024,9,5,4,526,39,0,18
EST,1896,0,0,0,0,0,0,0
EST,1900,0,0,0,0,0,0,0
EST,1904,0,0,0,0,0,0,0
EST,1908,0,0,0,0,0,0,0
EST,1912,0,0,0,0,0,0,0
EST,1916,0,0,0,0,0,0,0
EST,1920,0,1,2,20,3,0,3
EST,1924,4,1,1,47,5,0,6
EST,1928,2,2,1,23,5,0,5
EST,1932,0,0,0,3,2,0,0
EST,1936,3,2,2,36,8,0,7
EST,1940,0,0,0,0,0,0,0
EST,1944,0,0,0,0,0,0,0
EST,1948,0,0,0,0,0,0,0
EST,1952,0,0,0,0,0,0,0
EST,1956,0,0,0,0,0,0,0
EST,1960,0,0,0,0,0,0,0
EST,1964,0,0,0,0,0,0,0
EST,1968,0,0,0,0,0,0,0
EST,1972,0,0,0,0,0,0,0
EST,1976,0,0,0,0,0,0,0
EST,1980,0,0,0,0,0,0,0
EST,1984,0,0,0,0,0,0,0
EST,1988,0,0,0,0,0,0,0
EST,1992,1,1,0,46,13,0,2
EST,1996,0,0,0,52,13,0,0
EST,2000,2,1,0,41,11,0,3
EST,2004,2,0,1,45,10,0,3
EST,2008,0,1,1,53,13,0,2
EST,2012,1,0,1,36,11,0,2
EST,2016,1,0,0,49,13,0,1
EST,2020,1,1,0,42,15,0,2
EST,2024,0,0,0,26,14,0,0
ETH,1896,0,0,0,0,0,0,0
ETH,1900,0,0,0,0,0,0,0
ETH,1904,0,0,0,0,0,0,0
ETH,1908,0,0,0,0,0,0,0
ETH,1912,0,0,0,0,0,0,0
ETH,1916,0,0,0,0,0,0,0
ETH,1920,0,0,0,0,0,0,0
ETH,1924,0,0,0,0,0,0,0
ETH,1928,0,0,0,0,0,0,0
ETH,1932,0,0,0,0,0,0,0
ETH,1936,0,0,0,0,0,0,0
ETH,1940,0,0,0,0,0,0,0
ETH,1944,0,0,0,0,0,0,0
ETH,1948,0,0,0,0,0,0,0
ETH,1952,0,0,0,0,0,0,0
ETH,1956,0,0,0,30,2,0,0
ETH,1960,0,1,0,15,2,0,1
ETH,1964,0,1,0,19,3,0,1
ETH,1968,0,1,1,26,3,0,2
ETH,1972,2,0,0,40,3,0,2
ETH,1976,0,0,0,0,0,0,0
ETH,1980,2,2,0,48,3,0,4
ETH,1984,0,0,0,0,0,0,0
ETH,1988,0,0,0,0,0,0,0
ETH,1992,2,1,0,24,2,0,3
ETH,1996,1,2,0,19,2,0,3
ETH,2000,3,4,1,27,2,0,8
ETH,2004,2,2,3,27,2,0,7
ETH,2008,1,4,2,29,1,0,7
ETH,2012,3,3,2,34,2,0,8
ETH,2016,5,1,2,38,3,0,8
ETH,2020,2,1,1,38,4,0,4
ETH,2024,0,1,3,35,2,0,4
EUN,1896,0,0,0,0,0,0,0
EUN,1900,0,0,0,0,0,0,0
EUN,1904,0,0,0,0,0,0,0
EUN,1908,0,0,0,0,0,0,0
EUN,1912,0,0,0,0,0,0,0
EUN,1916,0,0,0,0,0,0,0
EUN,1920,0,0,0,0,0,0,0
EUN,1924,0,0,0,0,0,0,0
EUN,1928,0,0,0,0,0,0,0
EUN,1932,0,0,0,0,0,0,0
EUN,1936,0,0,0,0,0,0,0
EUN,1940,0,0,0,0,0,0,0
EUN,1944,0,0,0,0,0,0,0
EUN,1948,0,0,0,0,0,0,0
EUN,1952,0,0,0,0,0,0,0
EUN,1956,0,0,0,0,0,0,0
EUN,1960,0,0,0,0,0,0,0
EUN,1964,0,0,0,0,0,0,0
EUN,1968,0,0,0,0,0,0,0
EUN,1972,0,0,0,0,0,0,0
EUN,1976,0,0,0,0,0,0,0
EUN,1980,0,0,0,0,0,0,0
EUN,1984,0,0,0,0,0,0,0
EUN,1988,0,0,0,0,0,0,0
EUN,1992,67,92,61,650,27,0,220
EUN,1996,0,0,0,0,0,0,0
EUN,2000,0,0,0,0,0,0,0
EUN,2004,0,0,0,0,0,0,0
EUN,2008,0,0,0,0,0,0,0
EUN,2012,0,0,0,0,0,0,0
EUN,2016,0,0,0,0,0,0,0
EUN,2020,0,0,0,0,0,0,0
EUN,2024,0,0,0,0,0,0,0
FIJ,1896,0,0,0,0,0,0,0
FIJ,1900,0,0,0,0,0,0,0
FIJ,1904,0,0,0,0,0,0,0
FIJ,1908,0,0,0,0,0,0,0
FIJ,1912,0,0,0,0,0,0,0
FIJ,1916,0,0,0,0,0,0,0
FIJ,1920,0,0,0,0,0,0,0
FIJ,1924,0,0,0,0,0,0,0
FIJ,1928,0,0,0,0,0,0,0
FIJ,1932,0,0,0,0,0,0,0
FIJ,1936,0,0,0,0,0,0,0
FIJ,1940,0,0,0,0,0,0,0
FIJ,1944,0,0,0,0,0,0,0
FIJ,1948,0,0,0,0,0,0,0
FIJ,1952,0,0,0,0,0,0,0
FIJ,1956,0,0,0,5,3,0,0
FIJ,1960,0,0,0,3,1,0,0
FIJ,1964,0,0,0,0,0,0,0
FIJ,1968,0,0,0,1,1,0,0
FIJ,1972,0,0,0,4,1,0,0
FIJ,1976,0,0,0,5,1,0,0
FIJ,1980,0,0,0,0,0,0,0
FIJ,1984,0,0,0,26,5,0,0
FIJ,1988,0,0,0,41,5,0,0
FIJ,1992,0,0,0,36,4,0,0
FIJ,1996,0,0,0,21,5,0,0
FIJ,2000,0,0,0,9,5,0,0
FIJ,2004,0,0,0,9,6,0,0
FIJ,2008,0,0,0,6,5,0,0
FIJ,2012,0,0,0,9,6,0,0
FIJ,2016,0,1,0,53,10,0,1
FIJ,2020,1,1,0,32,6,0,2
FIJ,2024,0,0,1,36,7,0,1
FIN,1896,0,0,0,0,0,0,0
FIN,1900,0,0,0,0,0,0,0
FIN,1904,0,0,0,0,0,0,0
FIN,1908,3,1,1,94,6,0,5
FIN,1912,9,9,8,233,10,0,26
FIN,1916,0,0,0,0,0,0,0
FIN,1920,9,15,10,136,9,0,34
FIN,1924,10,14,13,253,12,0,37
FIN,1928,9,8,8,132,11,0,25
FIN,1932,12,5,8,66,5,0,25
FIN,1936,6,8,6,186,14,0,20
FIN,1940,0,0,0,0,0,0,0
FIN,1944,0,0,0,0,0,0,0
FIN,1948,5,8,7,215,16,0,20
FIN,1952,13,6,3,412,18,1,22
FIN,1956,11,3,1,147,15,0,15
FIN,1960,3,1,1,219,14,0,5
FIN,1964,2,3,0,151,13,0,5
FIN,1968,1,1,2,126,13,0,4
FIN,1972,4,3,1,133,16,0,8
FIN,1976,0,4,2,108,14,0,6
FIN,1980,4,3,1,125,16,0,8
FIN,1984,6,4,2,107,15,0,12
FIN,1988,2,1,1,101,15,0,4
FIN,1992,2,1,2,130,16,0,5
FIN,1996,1,1,2,105,15,0,4
FIN,2000,1,2,1,88,16,0,4
FIN,2004,0,0,2,67,12,0,2
FIN,2008,2,1,1,70,14,0,4
FIN,2012,1,0,2,69,14,0,3
FIN,2016,1,0,0,67,17,0,1
FIN,2020,2,0,0,49,11,0,2
FIN,2024,0,0,0,62,14,0,0
FRA,1896,2,5,4,26,6,0,11
FRA,1900,37,27,39,1071,19,1,103
FRA,1904,0,0,1,2,1,0,1
FRA,1908,9,5,5,319,13,0,19
FRA,1912,3,7,4,232,13,0,14
FRA,1916,0,0,0,0,0,0,0
FRA,1920,13,9,19,452,23,0,41
FRA,1924,10,13,15,636,20,1,38
FRA,1928,5,6,10,422,17,0,21
FRA,1932,4,11,5,159,13,0,20
FRA,1936,6,7,6,303,18,0,19
FRA,1940,0,0,0,0,0,0,0
FRA,1944,0,0,0,0,0,0,0
FRA,1948,13,10,6,433,20,0,29
FRA,1952,6,6,6,408,18,0,18
FRA,1956,6,4,4,227,16,0,14
FRA,1960,3,0,2,363,19,0,5
FRA,1964,6,1,8,214,14,0,15
FRA,1968,5,7,3,311,16,0,15
FRA,1972,7,2,4,356,18,0,13
FRA,1976,4,2,3,302,18,0,9
FRA,1980,3,6,5,200,13,0,14
FRA,1984,16,5,7,354,21,0,28
FRA,1988,6,6,4,413,23,0,16
FRA,1992,16,8,5,486,25,0,29
FRA,1996,15,15,7,453,25,0,37
FRA,2000,11,13,14,470,28,0,38
FRA,2004,13,11,9,461,27,0,33
FRA,2008,20,7,16,448,25,0,43
FRA,2012,13,11,11,426,28,0,35
FRA,2016,14,10,18,512,32,0,42
FRA,2020,11,10,12,538,41,0,33
FRA,2024,22,16,26,801,46,1,64
FRG,1896,0,0,0,0,0,0,0
FRG,1900,0,0,0,0,0,0,0
FRG,1904,0,0,0,0,0,0,0
FRG,1908,0,0,0,0,0,0,0
FRG,1912,0,0,0,0,0,0,0
FRG,1916,0,0,0,0,0,0,0
FRG,1920,0,0,0,0,0,0,0
FRG,1924,0,0,0,0,0,0,0
FRG,1928,0,0,0,0,0,0,0
FRG,1932,0,0,0,0,0,0,0
FRG,1936,0,0,0,0,0,0,0
FRG,1940,0,0,0,0,0,0,0
FRG,1944,0,0,0,0,0,0,0
FRG,1948,0,0,0,0,0,0,0
FRG,1952,0,0,0,0,0,0,0
FRG,1956,0,0,0,0,0,0,0
FRG,1960,0,0,0,0,0,0,0
FRG,1964,0,0,0,0,0,0,0
FRG,1968,10,5,11,432,17,0,26
FRG,1972,16,13,11,587,23,0,40
FRG,1976,17,10,12,452,20,0,39
FRG,1980,0,0,0,0,0,0,0
FRG,1984,23,17,19,571,25,0,59
FRG,1988,15,11,14,516,24,0,40
FRG,1992,0,0,0,0,0,0,0
FRG,1996,0,0,0,0,0,0,0
FRG,2000,0,0,0,0,0,0,0
FRG,2004,0,0,0,0,0,0,0
FRG,2008,0,0,0,0,0,0,0
FRG,2012,0,0,0,0,0,0,0
FRG,2016,0,0,0,0,0,0,0
FRG,2020,0,0,0,0,0,0,0
FRG,2024,0,0,0,0,0,0,0
FSM,1896,0,0,0,0,0,0,0
FSM,1900,0,0,0,0,0,0,0
FSM,1904,0,0,0,0,0,0,0
FSM,1908,0,0,0,0,0,0,0
FSM,1912,0,0,0,0,0,0,0
FSM,1916,0,0,0,0,0,0,0
FSM,1920,0,0,0,0,0,0,0
FSM,1924,0,0,0,0,0,0,0
FSM,1928,0,0,0,0,0,0,0
FSM,1932,0,0,0,0,0,0,0
FSM,1936,0,0,0,0,0,0,0
FSM,1940,0,0,0,0,0,0,0
FSM,1944,0,0,0,0,0,0,0
FSM,1948,0,0,0,0,0,0,0
FSM,1952,0,0,0,0,0,0,0
FSM,1956,0,0,0,0,0,0,0
FSM,1960,0,0,0,0,0,0,0
FSM,1964,0,0,0,0,0,0,0
FSM,1968,0,0,0,0,0,0,0
FSM,1972,0,0,0,0,0,0,0
FSM,1976,0,0,0,0,0,0,0
FSM,1980,0,0,0,0,0,0,0
FSM,1984,0,0,0,0,0,0,0
FSM,1988,0,0,0,0,0,0,0
FSM,1992,0,0,0,0,0,0,0
FSM,1996,0,0,0,0,0,0,0
FSM,2000,0,0,0,5,3,0,0
FSM,2004,0,0,0,5,3,0,0
FSM,2008,0,0,0,5,3,0,0
FSM,2012,0,0,0,6,4,0,0
FSM,2016,0,0,0,5,3,0,0
FSM,2020,0,0,0,3,2,0,0
FSM,2024,0,0,0,3,2,0,0
GAB,1896,0,0,0,0,0,0,0
GAB,1900,0,0,0,0,0,0,0
GAB,1904,0,0,0,0,0,0,0
GAB,1908,0,0,0,0,0,0,0
GAB,1912,0,0,0,0,0,0,0
GAB,1916,0,0,0,0,0,0,0
GAB,1920,0,0,0,0,0,0,0
GAB,1924,0,0,0,0,0,0,0
GAB,1928,0,0,0,0,0,0,0
GAB,1932,0,0,0,0,0,0,0
GAB,1936,0,0,0,0,0,0,0
GAB,1940,0,0,0,0,0,0,0
GAB,1944,0,0,0,0,0,0,0
GAB,1948,0,0,0,0,0,0,0
GAB,1952,0,0,0,0,0,0,0
GAB,1956,0,0,0,0,0,0,0
GAB,1960,0,0,0,0,0,0,0
GAB,1964,0,0,0,0,0,0,0
GAB,1968,0,0,0,0,0,0,0
GAB,1972,0,0,0,1,1,0,0
GAB,1976,0,0,0,0,0,0,0
GAB,1980,0,0,0,0,0,0,0
GAB,1984,0,0,0,4,2,0,0
GAB,1988,0,0,0,2,2,0,0
GAB,1992,0,0,0,5,3,0,0
GAB,1996,0,0,0,9,3,0,0
GAB,2000,0,0,0,6,3,0,0
GAB,2004,0,0,0,5,3,0,0
GAB,2008,0,0,0,4,3,0,0
GAB,2012,0,0,1,21,5,0,1
GAB,2016,0,0,0,6,4,0,0
GAB,2020,0,0,0,5,4,0,0
GAB,2024,0,0,0,5,4,0,0
GAM,1896,0,0,0,0,0,0,0
GAM,1900,0,0,0,0,0,0,0
GAM,1904,0,0,0,0,0,0,0
GAM,1908,0,0,0,0,0,0,0
GAM,1912,0,0,0,0,0,0,0
GAM,1916,0,0,0,0,0,0,0
GAM,1920,0,0,0,0,0,0,0
GAM,1924,0,0,0,0,0,0,0
GAM,1928,0,0,0,0,0,0,0
GAM,1932,0,0,0,0,0,0,0
GAM,1936,0,0,0,0,0,0,0
GAM,1940,0,0,0,0,0,0,0
GAM,1944,0,0,0,0,0,0,0
GAM,1948,0,0,0,0,0,0,0
GAM,1952,0,0,0,0,0,0,0
GAM,1956,0,0,0,0,0,0,0
GAM,1960,0,0,0,0,0,0,0
GAM,1964,0,0,0,0,0,0,0
GAM,1968,0,0,0,0,0,0,0
GAM,1972,0,0,0,0,0,0,0
GAM,1976,0,0,0,0,0,0,0
GAM,1980,0,0,0,0,0,0,0
GAM,1984,0,0,0,16,1,0,0
GAM,1988,0,0,0,6,2,0,0
GAM,1992,0,0,0,8,1,0,0
GAM,1996,0,0,0,12,1,0,0
GAM,2000,0,0,0,2,1,0,0
GAM,2004,0,0,0,3,1,0,0
GAM,2008,0,0,0,3,2,0,0
GAM,2012,0,0,0,2,1,0,0
GAM,2016,0,0,0,4,3,0,0
GAM,2020,0,0,0,5,3,0,0
GAM,2024,0,0,0,8,4,0,0
GBR,1896,2,2,3,25,7,0,7
GBR,1900,9,15,7,146,16,0,31
GBR,1904,0,1,1,6,3,0,2
GBR,1908,39,56,51,972,24,0,146
GBR,1912,16,10,15,461,16,0,41
GBR,1916,0,0,0,0,0,0,0
GBR,1920,13,14,15,345,21,0,42
GBR,1924,12,9,13,428,18,0,34
GBR,1928,7,3,10,354,14,0,20
GBR,1932,5,5,7,170,10,0,17
GBR,1936,3,4,7,250,17,0,14
GBR,1940,0,0,0,0,0,0,0
GBR,1944,0,0,0,0,0,0,0
GBR,1948,6,3,14,590,20,0,23
GBR,1952,8,1,2,401,18,0,11
GBR,1956,11,6,7,283,18,0,24
GBR,1960,12,2,6,389,17,0,20
GBR,1964,2,4,12,301,17,0,18
GBR,1968,3,5,5,328,16,0,13
GBR,1972,9,4,5,433,18,0,18
GBR,1976,5,3,5,353,17,0,13
GBR,1980,9,5,7,328,14,0,21
GBR,1984,21,5,11,509,20,0,37
GBR,1988,9,5,10,472,22,0,24
GBR,1992,12,5,3,512,23,0,20
GBR,1996,6,1,8,391,22,0,15
GBR,2000,7,11,10,415,23,0,28
GBR,2004,12,9,9,360,24,0,30
GBR,2008,19,19,13,420,23,0,51
GBR,2012,18,29,18,684,32,0,65
GBR,2016,17,27,23,478,26,0,67
GBR,2020,22,22,20,548,35,0,64
GBR,2024,29,14,22,533,33,0,65
GBS,1896,0,0,0,0,0,0,0
GBS,1900,0,0,0,0,0,0,0
GBS,1904,0,0,0,0,0,0,0
GBS,1908,0,0,0,0,0,0,0
GBS,1912,0,0,0,0,0,0,0
GBS,1916,0,0,0,0,0,0,0
GBS,1920,0,0,0,0,0,0,0
GBS,1924,0,0,0,0,0,0,0
GBS,1928,0,0,0,0,0,0,0
GBS,1932,0,0,0,0,0,0,0
GBS,1936,0,0,0,0,0,0,0
GBS,1940,0,0,0,0,0,0,0
GBS,1944,0,0,0,0,0,0,0
GBS,1948,0,0,0,0,0,0,0
GBS,1952,0,0,0,0,0,0,0
GBS,1956,0,0,0,0,0,0,0
GBS,1960,0,0,0,0,0,0,0
GBS,1964,0,0,0,0,0,0,0
GBS,1968,0,0,0,0,0,0,0
GBS,1972,0,0,0,0,0,0,0
GBS,1976,0,0,0,0,0,0,0
GBS,1980,0,0,0,0,0,0,0
GBS,1984,0,0,0,0,0,0,0
GBS,1988,0,0,0,0,0,0,0
GBS,1992,0,0,0,0,0,0,0
GBS,1996,0,0,0,3,2,0,0
GBS,2000,0,0,0,3,2,0,0
GBS,2004,0,0,0,3,2,0,0
GBS,2008,0,0,0,3,2,0,0
GBS,2012,0,0,0,4,2,0,0
GBS,2016,0,0,0,5,3,0,0
GBS,2020,0,0,0,4,3,0,0
GBS,2024,0,0,0,6,5,0,0
GDR,1896,0,0,0,0,0,0,0
GDR,1900,0,0,0,0,0,0,0
GDR,1904,0,0,0,0,0,0,0
